"Index","Company","TypeName","Inches","ScreenType","Pixels_hor","Pixels_ver","Touchscreen","Cpu_brand","Cpu_name","Cpu_speed","Ram","Memory_type","Primary_Memory","Secondary_Memory","Gpu_brand","Gpu_name","OpSys","Weight","Price"
320,"Acer","Notebook",11.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N3710 ",1.6,4,"Flash Storage",128,0,"Intel","HD Graphics 405","WindowsOS",1.4,25841.0
321,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.48,68838.0
322,"Lenovo","Notebook",17.3,"N/A",1600,900,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",1024,0,"Nvidia","GeForce 920MX","WindowsOS",2.79,31382.0
323,"Asus","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.0,58288.0
324,"HP","Notebook",15.6,"IPS Panel Full HD",1366,768,0,"Intel"," Core i7 8550U ",1.8,8,"HDD",1024,0,"Intel","UHD Graphics 620","WindowsOS",2.1,48059.0
325,"Acer","Notebook",15.6,"N/A",1366,768,0,"AMD"," A12-Series 9720P ",2.7,8,"SSD",256,0,"AMD","Radeon RX 540","WindowsOS",2.2,35112.0
326,"Lenovo","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,"Intel","HD Graphics 500","WindowsOS",1.44,15558.0
327,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,6,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",8.23,29251.0
328,"Asus","Ultrabook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Nvidia","GeForce 940MX","WindowsOS",1.7,55939.0
329,"HP","Ultrabook",12.5,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.26,71129.0
330,"Dell","Notebook",15.6,"4K Ultra HD",3840,2160,1,"Intel"," Core i7 7700HQ ",2.8,32,"SSD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.06,140606.0
331,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.7,63883.0
332,"Toshiba","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.0,50243.0
333,"Asus","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"Hybrid",256,1024,"Intel","HD Graphics 620","WindowsOS",2.0,71076.0
334,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",1024,0,"Intel","HD Graphics 520","WindowsOS",1.85,23923.0
335,"Asus","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",256,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.5,53227.0
336,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7300U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.48,67559.0
338,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.84,60952.0
339,"Asus","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"HDD",1024,0,"Intel","HD Graphics 500","LinuxOS",2.0,14651.0
340,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,8,"SSD",256,0,"Nvidia","GeForce 940MX","WindowsOS",2.0,60886.0
341,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"HDD",500,0,"Intel","HD Graphics","LinuxOS",2.2,14647.0
342,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A12-Series 9720P ",3.6,12,"HDD",2048,0,"AMD","Radeon 530","WindowsOS",2.2,47899.0
343,"HP","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i3 7100U ",2.4,8,"HDD",1024,0,"Nvidia","GeForce 930MX ","WindowsOS",2.1,38148.0
344,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD",3840,2160,1,"Intel"," Core i7 8550U ",1.8,16,"SSD",512,0,"Intel","UHD Graphics 620","WindowsOS",1.4,111835.0
345,"Dell","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"SSD",256,0,"Intel","UHD Graphics 620","WindowsOS",1.2,84129.0
346,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,2048,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.4,60153.0
347,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,"Intel","HD Graphics 400","WindowsOS",1.44,14865.0
348,"Dell","Ultrabook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8650U ",1.9,16,"SSD",768,0,"Intel","UHD Graphics 620","WindowsOS",1.88,85672.0
349,"Asus","2 in 1 Convertible",11.6,"N/A",1366,768,1,"Intel"," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,"Intel","HD Graphics 500","WindowsOS",1.5,19980.0
350,"Dell","Ultrabook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,8,"HDD",1024,0,"AMD","Radeon 530","WindowsOS",0.0,35325.0
352,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.84,69477.0
353,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.7,75072.0
354,"HP","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",256,0,"Nvidia","Quadro M1200","WindowsOS",2.6,92615.0
355,"Toshiba","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,16,"SSD",512,0,"Nvidia","GeForce 930M","WindowsOS",2.4,74752.0
356,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"Hybrid",128,2048,"AMD","Radeon 530","WindowsOS",2.02,51730.0
357,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"HDD",1024,0,"Intel","HD Graphics 500","N/A",2.2,17156.0
358,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.65,53227.0
359,"Dell","Notebook",15.6,"N/A",1366,768,1,"Intel"," Core i5 7200U ",2.5,8,"HDD",2048,0,"Intel","HD Graphics 620","WindowsOS",2.36,29697.0
360,"Dell","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7300U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.36,76031.0
361,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.86,23390.0
362,"Asus","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.0,50350.0
363,"Lenovo","Notebook",17.3,"N/A",1600,900,0,"Intel"," Core i5 7200U ",2.5,6,"Hybrid",128,1024,"Nvidia","GeForce GTX 940MX","WindowsOS",2.8,38308.0
364,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",1.86,34046.0
365,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,8,"SSD",256,0,"Nvidia","GeForce 920MX ","N/A",2.2,26587.0
366,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N3710 ",1.6,8,"HDD",2048,0,"Intel","HD Graphics 405","WindowsOS",2.04,20726.0
367,"Dell","Notebook",17.3,"Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,8,"Hybrid",128,1024,"AMD","Radeon 530","WindowsOS",2.8,57809.0
368,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","N/A",2.4,43104.0
369,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"AMD","Radeon R7 M445","WindowsOS",2.33,47899.0
370,"HP","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.36,93240.0
371,"Asus","2 in 1 Convertible",15.6,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,12,"Hybrid",512,2048,"Nvidia","GeForce GT 940MX","WindowsOS",2.26,58555.0
372,"Acer","Notebook",15.6,"N/A",1366,768,0,"AMD"," A9-Series 9420 ",3.0,4,"SSD",128,0,"AMD","Radeon R5","WindowsOS",2.1,22697.0
373,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"AMD"," Ryzen 1700 ",3.0,16,"Hybrid",256,1024,"AMD","Radeon RX 580","WindowsOS",3.25,117163.0
374,"Lenovo","Notebook",17.3,"N/A",1600,900,0,"AMD"," A8-Series 7410 ",2.2,4,"SSD",128,0,"AMD","Radeon R5","WindowsOS",2.6,26054.0
375,"Dell","2 in 1 Convertible",13.3,"Full HD",1920,1080,1,"Intel"," Core i7 8550U ",1.8,8,"SSD",256,0,"Intel","UHD Graphics 620","WindowsOS",1.62,46301.0
376,"HP","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A9-Series 9420 ",3.0,4,"SSD",256,0,"AMD","Radeon R5","WindowsOS",1.91,26053.0
377,"Lenovo","Netbook",11.6,"IPS Panel",1366,768,0,"Intel"," Celeron Quad Core N3450 ",1.1,4,"SSD",128,0,"Intel","HD Graphics 500","WindowsOS",1.59,29464.0
378,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"HDD",500,0,"Intel","HD Graphics 400","WindowsOS",1.8,16464.0
379,"Asus","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,"Intel","HD Graphics 500","WindowsOS",1.5,15238.0
380,"Acer","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","LinuxOS",2.4,45075.0
381,"HP","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",3.35,63456.0
382,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"SSD",128,0,"Intel","HD Graphics 520","N/A",1.85,21498.0
383,"Asus","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.3,88178.0
384,"Lenovo","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Nvidia","GeForce 940MX","WindowsOS",1.5,58555.0
385,"Asus","Ultrabook",13.3,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.1,93181.0
386,"Lenovo","Ultrabook",14.0,"IPS Panel",2560,1440,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.13,121585.0
387,"Lenovo","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i3 7100U ",2.4,4,"SSD",128,0,"Intel","HD Graphics 620","WindowsOS",1.5,29251.0
388,"Dell","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6440HQ ",2.6,8,"HDD",500,0,"AMD","FirePro W5130M","WindowsOS",2.23,72940.0
389,"Dell","Workstation",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HQ ",2.7,8,"SSD",256,0,"Nvidia","Quadro M1200","WindowsOS",2.0,113753.0
390,"Lenovo","2 in 1 Convertible",14.0,"N/A",2560,1440,1,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.42,133680.0
391,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",3.0,55358.0
392,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",3.0,84768.0
393,"Acer","Notebook",15.6,"IPS Panel",1366,768,0,"Intel"," Core i5 8250U ",1.6,12,"HDD",1024,0,"Nvidia","GeForce MX130","WindowsOS",2.2,36976.0
394,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",256,0,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.7,71875.0
395,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"AMD","Radeon R7 M445","LinuxOS",2.33,41498.0
396,"HP","Ultrabook",15.6,"Full HD",1920,1080,0,"AMD"," A9-Series 9420 ",3.0,4,"SSD",256,0,"AMD","Radeon 520","WindowsOS",1.91,26587.0
397,"Lenovo","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"SSD",256,0,"AMD","Radeon RX 550","WindowsOS",2.1,65511.0
398,"Lenovo","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.9,49977.0
399,"Dell","Workstation",15.6,"4K Ultra HD",3840,2160,1,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",256,0,"Nvidia","Quadro M1200","WindowsOS",1.78,144495.0
400,"Lenovo","Ultrabook",14.0,"IPS Panel",2560,1440,0,"Intel"," Core i7 7500U ",2.7,16,"SSD",1024,0,"Intel","HD Graphics 620","WindowsOS",1.13,139860.0
401,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"HDD",1024,0,"Intel","HD Graphics 500","WindowsOS",2.2,16304.0
402,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.9,81465.0
403,"Lenovo","Notebook",25.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,8,"Hybrid",256,1024,"AMD","Radeon RX 550","WindowsOS",2.1,60979.0
404,"Acer","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",256,0,"Nvidia","GeForce GTX 1050","LinuxOS",2.5,46833.0
405,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",2.8,119827.0
406,"Asus","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.1,99793.0
407,"Toshiba","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,16,"SSD",512,0,"Intel","HD Graphics 520","WindowsOS",1.2,93080.0
408,"Dell","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7600U ",2.8,8,"SSD",512,0,"Intel","HD Graphics","WindowsOS",1.36,89510.0
409,"Lenovo","Notebook",35.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.2,21792.0
410,"Lenovo","Notebook",11.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,2,"Flash Storage",32,0,"Intel","HD Graphics 500","WindowsOS",1.15,16221.0
411,"Lenovo","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",512,0,"Nvidia","Quadro M1200","WindowsOS",2.67,102564.0
412,"Lenovo","Ultrabook",14.0,"IPS Panel Full HD",2560,1440,0,"Intel"," Core i7 7700HQ ",2.8,8,"SSD",512,0,"Nvidia","GeForce GT 940MX","WindowsOS",1.7,103523.0
413,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",1024,0,"AMD","Radeon 520","WindowsOS",2.1,24988.0
414,"Acer","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.6,42038.0
415,"Asus","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.27,49444.0
416,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"AMD","Radeon R5 M430","LinuxOS",2.3,31909.0
417,"Dell","Notebook",13.3,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.65,36710.0
418,"HP","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.43,79920.0
419,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",2.14,28769.0
420,"Lenovo","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"SSD",256,0,"AMD","Radeon RX 550","WindowsOS",1.75,64755.0
421,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel 4K Ultra HD",3840,2160,1,"Intel"," Core i7 7700HQ ",2.8,16,"SSD",512,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.0,101179.0
422,"Chuwi","Notebook",12.3,"IPS Panel Retina Display",2736,1824,0,"Intel"," Celeron Quad Core N3450 ",1.1,6,"Flash Storage",64,0,"Intel","HD Graphics 500","WindowsOS",1.4,23923.0
423,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7820HQ ",2.9,8,"SSD",256,0,"Intel","HD Graphics 630","WindowsOS",2.31,76031.0
424,"Asus","Notebook",35.6,"Full HD",1920,1080,0,"Intel"," Core i3 7100U ",2.4,8,"HDD",1024,0,"Nvidia","GeForce 940MX","LinuxOS",2.3,31808.0
425,"Dell","Gaming",27.3,"IPS Panel",2560,1440,0,"Intel"," Core i7 7820HK ",2.9,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.42,149131.0
426,"Dell","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.62,61752.0
427,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"Hybrid",256,2048,"AMD","Radeon 530","WindowsOS",2.02,60867.0
428,"Dell","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7600U ",2.8,8,"SSD",256,0,"Intel","HD Graphics 620","LinuxOS",1.6,58555.0
429,"HP","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,12,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",3.35,106507.0
430,"Mediacom","2 in 1 Convertible",11.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Celeron Dual Core N3350 ",1.1,4,"SSD",32,0,"Intel","HD Graphics 500","WindowsOS",1.16,15931.0
431,"Samsung","Netbook",11.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,"Intel","HD Graphics 400","OtherOS",1.15,14332.0
432,"Lenovo","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.4,53813.0
433,"Lenovo","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i3 7130U ",2.7,4,"SSD",128,0,"Intel","HD Graphics 620","WindowsOS",1.7,31915.0
434,"Lenovo","Workstation",15.6,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 7600U ",2.8,16,"SSD",512,0,"Nvidia","GeForce 940MX","WindowsOS",2.3,130270.0
435,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7820HQ ",2.9,16,"SSD",512,0,"Nvidia","Quadro M2200M","WindowsOS",2.5,130483.0
436,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"AMD"," Ryzen 1600 ",3.2,8,"Hybrid",256,1024,"AMD","Radeon RX 580","WindowsOS",3.2,90310.0
437,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"HDD",500,0,"Intel","HD Graphics 400","WindowsOS",2.1,18488.0
438,"Google","Ultrabook",12.3,"N/A",2400,1600,1,"Intel"," Core i7 7Y75 ",1.3,16,"SSD",512,0,"Intel","HD Graphics 615","OtherOS",1.1,117163.0
439,"Lenovo","Ultrabook",24.0,"N/A",2560,1440,0,"Intel"," Core i7 7500U ",2.7,24,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.32,126913.0
440,"Asus","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","LinuxOS",2.0,29784.0
441,"Lenovo","Notebook",17.3,"N/A",1600,900,0,"AMD"," A6-Series 9220 ",2.5,8,"HDD",1024,0,"AMD","Radeon R4","WindowsOS",2.8,27652.0
442,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,4,"SSD",256,0,"AMD","Radeon 530","WindowsOS",2.2,39907.0
443,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.36,76137.0
444,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Pentium Quad Core N4200 ",1.1,4,"SSD",128,0,"Intel","HD Graphics 505","WindowsOS",2.2,18595.0
445,"HP","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.2,58555.0
446,"Dell","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7440HQ ",2.8,8,"SSD",256,0,"Nvidia","GeForce 930MX","WindowsOS",1.64,62817.0
447,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","LinuxOS",2.4,23539.0
448,"Dell","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Xeon E3-1505M V6 ",3.0,8,"Hybrid",64,1024,"Nvidia","Quadro M620","WindowsOS",2.23,106187.0
449,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"SSD",256,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.2,54758.0
450,"Microsoft","Ultrabook",13.5,"N/A",2256,1504,1,"Intel"," Core i7 7660U ",2.5,16,"SSD",512,0,"Intel","Iris Plus Graphics 640","WindowsOS",1.25,137942.0
451,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",128,0,"Intel","HD Graphics 620","WindowsOS",1.91,31382.0
452,"Dell","Workstation",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HQ ",2.7,16,"SSD",256,0,"Nvidia","Quadro M620","WindowsOS",2.17,105228.0
453,"HP","Workstation",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7820HQ ",2.9,8,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",2.31,81732.0
454,"Lenovo","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.65,71662.0
455,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"Hybrid",128,1024,"AMD","Radeon 530","WindowsOS",2.36,52161.0
456,"Dell","2 in 1 Convertible",11.6,"N/A",1366,768,1,"Intel"," Pentium Quad Core N3710 ",1.6,4,"HDD",500,0,"Intel","HD Graphics 405","WindowsOS",1.47,25521.0
457,"Dell","Notebook",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.7,8,"HDD",1024,0,"Nvidia","GeForce GTX 1060","WindowsOS",4.42,109011.0
458,"Microsoft","Ultrabook",13.5,"N/A",2256,1504,1,"Intel"," Core M m3-7Y30 ",2.2,4,"SSD",128,0,"Intel","HD Graphics 615","WindowsOS",1.252,52694.0
459,"Microsoft","Ultrabook",33.5,"N/A",2256,1504,1,"Intel"," Core i7 7660U ",2.5,8,"SSD",256,0,"Intel","Iris Plus Graphics 640","WindowsOS",1.25,95851.0
460,"HP","Notebook",17.3,"N/A",1600,900,0,"Intel"," Core i3 6006U ",2.0,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.5,34094.0
461,"Acer","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",1024,0,"Nvidia","GeForce 940MX","WindowsOS",2.23,28984.0
462,"Acer","Netbook",11.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"SSD",128,0,"Intel","HD Graphics 400","WindowsOS",1.4,23177.0
463,"Asus","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",2.37,39907.0
464,"Lenovo","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",512,0,"AMD","Radeon R7 M460","N/A",1.5,42571.0
